player_name,innings_batted,runs_scored,balls_faced,dots,ones,twos,threes,fours,sixes,times_dismissed,batting_average,strike_rate,boundary_pct,innings_bowled,legal_balls_bowled,runs_conceded,wickets_taken,wides_bowled,noballs_bowled,dots_bowled,overs_bowled,economy_rate,bowling_average,bowling_strike_rate,batting_cluster,bowling_cluster
TS Sekhukhune,6.0,13.0,30.0,18.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5,43.33,0.0,36.0,636.0,779.0,39.0,26.0,3.0,305.0,106.0,7.35,19.97,16.31,-1,3
TS Shwe,2.0,4.0,18.0,15.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
TS Waqavakatoga,5.0,43.0,38.0,16.0,17.0,3.0,0.0,2.0,2.0,4.0,10.75,113.16,0.11,9.0,138.0,168.0,5.0,0.0,0.0,54.0,23.0,7.3,33.6,27.6,0,3
TSS Mackintosh,1.0,16.0,14.0,5.0,4.0,4.0,0.0,1.0,0.0,1.0,16.0,114.29,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
TT Aung,23.0,254.0,394.0,268.0,108.0,19.0,0.0,27.0,0.0,19.0,13.37,64.47,0.07,7.0,46.0,51.0,4.0,2.0,2.0,28.0,7.67,6.65,12.75,11.5,0,3
TT Beaumont,81.0,1893.0,1679.0,780.0,591.0,108.0,7.0,232.0,22.0,73.0,25.93,112.75,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
TT Bresnan,21.0,216.0,170.0,59.0,68.0,21.0,2.0,16.0,6.0,12.0,18.0,127.06,0.13,34.0,663.0,887.0,24.0,28.0,2.0,301.0,110.5,8.03,36.96,27.62,0,0
TT Maposa,10.0,55.0,55.0,23.0,21.0,8.0,0.0,3.0,1.0,3.0,18.33,100.0,0.07,18.0,308.0,467.0,15.0,21.0,4.0,134.0,51.33,9.1,31.13,20.53,0,0
TT Soe,30.0,281.0,387.0,243.0,117.0,27.0,2.0,26.0,0.0,24.0,11.71,72.61,0.07,29.0,598.0,408.0,29.0,26.0,4.0,368.0,99.67,4.09,14.07,20.62,0,2
TU Deshpande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,55.0,2.0,1.0,0.0,18.0,6.0,9.17,27.5,18.0,-1,0
TV Badri Narayanan,4.0,22.0,54.0,42.0,8.0,5.0,0.0,1.0,0.0,4.0,5.5,40.74,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
TV Valivarthi,3.0,15.0,27.0,21.0,5.0,2.0,0.0,0.0,1.0,2.0,7.5,55.56,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
TW Dlamini,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,-1,-1
TW Hamid,1.0,12.0,5.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,12.0,240.0,0.4,1.0,3.0,1.0,2.0,0.0,0.0,2.0,0.5,2.0,0.5,1.5,-1,-1
TW Samuels,5.0,32.0,43.0,22.0,16.0,4.0,0.0,2.0,0.0,4.0,8.0,74.42,0.05,3.0,30.0,52.0,0.0,3.0,0.0,15.0,5.0,10.4,0.0,0.0,3,-1
TWM Latham,26.0,597.0,545.0,219.0,235.0,46.0,0.0,51.0,11.0,21.0,28.43,109.54,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
TZ Chataira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,53.0,5.0,2.0,4.0,28.0,7.0,7.57,10.6,8.4,-1,1
Tafseer Ali,12.0,92.0,132.0,75.0,44.0,8.0,0.0,8.0,0.0,8.0,11.5,69.7,0.06,3.0,24.0,37.0,1.0,0.0,0.0,5.0,4.0,9.25,37.0,24.0,0,-1
Taful Elkhair,6.0,30.0,51.0,28.0,22.0,4.0,0.0,0.0,0.0,4.0,7.5,58.82,0.0,3.0,20.0,41.0,0.0,11.0,2.0,21.0,3.33,12.3,0.0,0.0,3,-1
Taher Muhammad,12.0,88.0,120.0,82.0,34.0,8.0,0.0,8.0,1.0,10.0,8.8,73.33,0.08,10.0,142.0,242.0,4.0,4.0,2.0,42.0,23.67,10.23,60.5,35.5,0,1
Taijul Islam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,26.0,1.0,2.0,0.0,11.0,3.0,8.67,26.0,18.0,-1,-1
Taj Nehar,7.0,44.0,50.0,27.0,12.0,6.0,0.0,5.0,0.0,6.0,7.33,88.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Talha Khan,26.0,486.0,470.0,226.0,160.0,45.0,3.0,39.0,11.0,22.0,22.09,103.4,0.11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17,6.0,0.0,0.0,0,-1
Tamim Iqbal,71.0,1624.0,1353.0,631.0,462.0,84.0,12.0,172.0,45.0,60.0,27.07,120.03,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Tamoor Sajjad,6.0,167.0,140.0,55.0,63.0,9.0,0.0,11.0,7.0,5.0,33.4,119.29,0.13,6.0,125.0,154.0,4.0,1.0,0.0,46.0,20.83,7.39,38.5,31.25,1,1
Tanveer Ahmed,1.0,7.0,9.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,77.78,0.11,4.0,57.0,85.0,2.0,2.0,0.0,22.0,9.5,8.95,42.5,28.5,-1,0
Tanvir Ahmed (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,13.0,1.0,2.0,1.0,17.0,3.0,4.33,13.0,18.0,-1,-1
Tanvir Islam,3.0,12.0,16.0,9.0,6.0,1.0,0.0,1.0,0.0,1.0,12.0,75.0,0.06,6.0,102.0,136.0,4.0,1.0,0.0,42.0,17.0,8.0,34.0,25.5,-1,0
Tanwir Afzal,13.0,156.0,131.0,66.0,37.0,13.0,1.0,6.0,11.0,11.0,14.18,119.08,0.13,16.0,318.0,364.0,16.0,2.0,1.0,164.0,53.0,6.87,22.75,19.88,0,3
Tanzeel Sheikh,10.0,131.0,86.0,43.0,21.0,9.0,0.0,11.0,8.0,9.0,14.56,152.33,0.22,2.0,24.0,19.0,0.0,4.0,0.0,18.0,4.0,4.75,0.0,0.0,1,-1
Tanzid Hasan,40.0,982.0,764.0,371.0,232.0,53.0,3.0,90.0,45.0,35.0,28.06,128.53,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Tanzim Hasan Sakib,21.0,192.0,175.0,79.0,68.0,12.0,0.0,13.0,8.0,13.0,14.77,109.71,0.12,36.0,773.0,1068.0,43.0,31.0,3.0,376.0,128.83,8.29,24.84,17.98,0,0
Taranjeet Singh,40.0,1296.0,822.0,395.0,219.0,44.0,0.0,159.0,58.0,36.0,36.0,157.66,0.26,40.0,788.0,894.0,49.0,30.0,1.0,389.0,131.33,6.81,18.24,16.08,1,3
Taranjit Singh,14.0,247.0,114.0,40.0,40.0,3.0,1.0,18.0,21.0,11.0,22.45,216.67,0.34,15.0,297.0,343.0,18.0,21.0,2.0,144.0,49.5,6.93,19.06,16.5,2,3
Tariq Aziz,3.0,27.0,36.0,19.0,17.0,0.0,0.0,1.0,1.0,3.0,9.0,75.0,0.06,3.0,72.0,60.0,6.0,6.0,0.0,39.0,12.0,5.0,10.0,12.0,3,2
Tarun Sharma,12.0,133.0,134.0,73.0,49.0,6.0,0.0,9.0,6.0,11.0,12.09,99.25,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Tarun Yadav,2.0,14.0,11.0,5.0,4.0,0.0,0.0,1.0,1.0,2.0,7.0,127.27,0.18,3.0,23.0,21.0,2.0,0.0,0.0,14.0,3.83,5.48,10.5,11.5,-1,-1
Tasaduq Hussain,2.0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,33.33,0.0,3.0,54.0,64.0,2.0,5.0,0.0,30.0,9.0,7.11,32.0,27.0,-1,3
Tashi Dorji,11.0,94.0,68.0,30.0,24.0,4.0,0.0,2.0,9.0,8.0,11.75,138.24,0.16,12.0,182.0,200.0,9.0,3.0,5.0,96.0,30.33,6.59,22.22,20.22,0,3
Tashi Phuntsho,14.0,129.0,191.0,97.0,91.0,8.0,0.0,4.0,1.0,9.0,14.33,67.54,0.03,14.0,252.0,218.0,19.0,14.0,0.0,170.0,42.0,5.19,11.47,13.26,0,2
Tashiba Mirza,1.0,5.0,11.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,45.45,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Taskin Ahmed,36.0,221.0,214.0,119.0,61.0,15.0,2.0,19.0,8.0,19.0,11.63,103.27,0.13,78.0,1682.0,2183.0,98.0,50.0,11.0,830.0,280.33,7.79,22.28,17.16,0,3
Tasmia Rubab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,60.0,0.0,3.0,1.0,8.0,5.0,12.0,0.0,0.0,-1,-1
Tauqeer Hussain,2.0,6.0,10.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,6.0,60.0,0.0,4.0,51.0,50.0,4.0,1.0,0.0,22.0,8.5,5.88,12.5,12.75,-1,2
Tayyab Tahir,4.0,84.0,63.0,24.0,26.0,6.0,0.0,7.0,3.0,3.0,28.0,133.33,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Tayyeb Javed,1.0,8.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,160.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Tazia Akhter,2.0,3.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Tejwinder Singh,7.0,75.0,37.0,11.0,8.0,7.0,1.0,5.0,5.0,6.0,12.5,202.7,0.27,10.0,215.0,220.0,13.0,18.0,1.0,129.0,35.83,6.14,16.92,16.54,2,3
Tenjin Rabgey,35.0,526.0,600.0,351.0,190.0,32.0,4.0,44.0,14.0,32.0,16.44,87.67,0.1,3.0,30.0,26.0,1.0,3.0,0.0,21.0,5.0,5.2,26.0,30.0,0,-1
Tenzin Wangchuk jnr,2.0,9.0,17.0,15.0,1.0,0.0,0.0,2.0,0.0,2.0,4.5,52.94,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Thae Thae Po,12.0,63.0,96.0,61.0,29.0,5.0,0.0,3.0,2.0,4.0,15.75,65.62,0.05,2.0,18.0,20.0,0.0,2.0,0.0,12.0,3.0,6.67,0.0,0.0,0,-1
Tharika Sewwandi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,31.0,0.0,5.0,1.0,36.0,7.0,4.43,0.0,0.0,-1,1
Theertha Satish,85.0,2142.0,1926.0,895.0,707.0,157.0,15.0,257.0,8.0,53.0,40.42,111.21,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Thilina Silva,2.0,14.0,47.0,37.0,8.0,1.0,0.0,1.0,0.0,1.0,14.0,29.79,0.02,4.0,84.0,76.0,5.0,1.0,0.0,40.0,14.0,5.43,15.2,16.8,0,2
Thuya Aung,29.0,291.0,496.0,331.0,143.0,19.0,0.0,20.0,5.0,26.0,11.19,58.67,0.05,20.0,358.0,359.0,19.0,11.0,0.0,183.0,59.67,6.02,18.89,18.84,0,2
Tian Sen Qun,9.0,26.0,69.0,52.0,12.0,5.0,0.0,1.0,0.0,9.0,2.89,37.68,0.01,9.0,179.0,187.0,9.0,11.0,1.0,110.0,29.83,6.27,20.78,19.89,3,3
Tilak Varma,45.0,1364.0,933.0,347.0,386.0,57.0,2.0,108.0,71.0,29.0,47.03,146.2,0.19,7.0,57.0,55.0,4.0,1.0,0.0,27.0,9.5,5.79,13.75,14.25,2,2
Toqeer Ahmad,2.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,25.0,0.0,6.0,118.0,131.0,8.0,8.0,0.0,62.0,19.67,6.66,16.38,14.75,-1,3
Towhid Hridoy,47.0,1071.0,875.0,317.0,393.0,75.0,6.0,69.0,39.0,39.0,27.46,122.4,0.12,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.33,15.0,0.0,0.0,1,-1
Tripti Gore,2.0,2.0,12.0,14.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,16.67,0.0,3.0,28.0,62.0,1.0,9.0,6.0,24.0,4.67,13.29,62.0,28.0,-1,-1
Tshering Choden,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,119.0,122.0,3.0,7.0,1.0,53.0,19.83,6.15,40.67,39.67,-1,1
Tshering Tashi,14.0,102.0,144.0,90.0,40.0,6.0,0.0,8.0,3.0,9.0,11.33,70.83,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Tuba Hassan,16.0,89.0,95.0,46.0,35.0,10.0,0.0,7.0,1.0,9.0,9.89,93.68,0.08,37.0,647.0,722.0,25.0,14.0,0.0,296.0,107.83,6.7,28.88,25.88,0,3
U Anujin,2.0,3.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
U Aryaman Sunil,21.0,191.0,152.0,71.0,49.0,13.0,0.0,11.0,12.0,16.0,11.94,125.66,0.15,22.0,402.0,620.0,16.0,19.0,7.0,177.0,67.0,9.25,38.75,25.12,0,0
U Bayarjavkhlan,6.0,17.0,66.0,55.0,13.0,0.0,0.0,1.0,0.0,3.0,5.67,25.76,0.02,6.0,101.0,119.0,4.0,31.0,0.0,75.0,16.83,7.07,29.75,25.25,3,3
U Bhagwan,2.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,125.0,0.25,4.0,72.0,119.0,2.0,3.0,0.0,29.0,12.0,9.92,59.5,36.0,-1,1
U Bhatti,2.0,19.0,14.0,3.0,6.0,3.0,1.0,1.0,0.0,1.0,19.0,135.71,0.07,2.0,30.0,39.0,1.0,1.0,0.0,10.0,5.0,7.8,39.0,30.0,-1,-1
U Chetry,4.0,37.0,41.0,23.0,9.0,4.0,0.0,5.0,0.0,4.0,9.25,90.24,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
U Dorji,3.0,17.0,22.0,14.0,5.0,2.0,0.0,2.0,0.0,3.0,5.67,77.27,0.09,1.0,12.0,23.0,0.0,4.0,0.0,10.0,2.0,11.5,0.0,0.0,-1,-1
U Iftikhar,3.0,16.0,34.0,25.0,8.0,1.0,0.0,0.0,1.0,1.0,16.0,47.06,0.03,10.0,186.0,123.0,8.0,6.0,3.0,118.0,31.0,3.97,15.38,23.25,0,2
U Peace,13.0,33.0,57.0,35.0,16.0,5.0,1.0,1.0,0.0,5.0,6.6,57.89,0.02,23.0,438.0,310.0,18.0,10.0,2.0,274.0,73.0,4.25,17.22,24.33,3,2
U Raymond-Hoey,6.0,24.0,49.0,28.0,22.0,1.0,0.0,0.0,0.0,6.0,4.0,48.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
U Shahid,4.0,96.0,90.0,37.0,40.0,9.0,0.0,5.0,3.0,4.0,24.0,106.67,0.09,4.0,74.0,76.0,5.0,6.0,0.0,44.0,12.33,6.16,15.2,14.8,1,2
U Shantu,5.0,24.0,20.0,10.0,5.0,6.0,1.0,1.0,0.0,3.0,8.0,120.0,0.05,12.0,256.0,273.0,21.0,18.0,2.0,172.0,42.67,6.4,13.0,12.19,-1,3
U Sofi,1.0,8.0,6.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,133.33,0.17,2.0,18.0,43.0,0.0,0.0,1.0,2.0,3.0,14.33,0.0,0.0,-1,-1
U Thimashini,6.0,39.0,46.0,27.0,13.0,1.0,0.0,6.0,0.0,5.0,7.8,84.78,0.13,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.67,10.5,0.0,0.0,0,-1
UCKA Dona,20.0,134.0,190.0,104.0,62.0,19.0,0.0,7.0,1.0,13.0,10.31,70.53,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
UKPW Kumaranayaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,72.0,1.0,2.0,0.0,27.0,10.0,7.2,72.0,60.0,-1,1
UNGB Thenannahelage,3.0,21.0,24.0,4.0,19.0,1.0,0.0,0.0,0.0,1.0,21.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
US Hathinjar,28.0,472.0,415.0,227.0,132.0,16.0,0.0,41.0,24.0,25.0,18.88,113.73,0.16,2.0,30.0,44.0,3.0,5.0,0.0,18.0,5.0,8.8,14.67,10.0,0,-1
UT Khawaja,9.0,241.0,182.0,73.0,66.0,9.0,1.0,31.0,5.0,8.0,30.12,132.42,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
UT Yadav,2.0,22.0,21.0,13.0,12.0,1.0,0.0,2.0,0.0,1.0,22.0,104.76,0.1,9.0,180.0,280.0,12.0,4.0,0.0,82.0,30.0,9.33,23.33,15.0,-1,0
UWMBCA Welegedara,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,66.67,0.0,2.0,36.0,61.0,1.0,2.0,1.0,13.0,6.0,10.17,61.0,36.0,-1,1
Ubaid Minhas,3.0,24.0,21.0,7.0,8.0,6.0,0.0,1.0,0.0,1.0,24.0,114.29,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Ugyen Dorji,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,42.0,56.0,1.0,9.0,0.0,28.0,7.0,8.0,56.0,42.0,-1,1
Umaima Sohail,43.0,450.0,543.0,288.0,184.0,39.0,3.0,36.0,5.0,39.0,11.54,82.87,0.08,22.0,354.0,341.0,18.0,22.0,2.0,172.0,59.0,5.78,18.94,19.67,0,2
Umair Ali,2.0,21.0,17.0,7.0,7.0,0.0,0.0,2.0,1.0,1.0,21.0,123.53,0.18,1.0,12.0,15.0,0.0,0.0,0.0,3.0,2.0,7.5,0.0,0.0,-1,-1
Umair Qasim,18.0,101.0,133.0,74.0,43.0,8.0,0.0,6.0,3.0,15.0,6.73,75.94,0.07,20.0,344.0,430.0,15.0,20.0,1.0,180.0,57.33,7.5,28.67,22.93,3,3
Umair Sharif,2.0,14.0,14.0,7.0,6.0,1.0,0.0,0.0,1.0,2.0,7.0,100.0,0.07,3.0,42.0,68.0,1.0,5.0,0.0,24.0,7.0,9.71,68.0,42.0,-1,1
Umair Tariq,13.0,103.0,105.0,51.0,34.0,12.0,1.0,9.0,1.0,9.0,11.44,98.1,0.1,34.0,511.0,662.0,46.0,41.0,1.0,284.0,85.17,7.77,14.39,11.11,0,0
Umar Adam,35.0,632.0,463.0,227.0,126.0,37.0,2.0,51.0,37.0,33.0,19.15,136.5,0.19,36.0,734.0,899.0,45.0,31.0,1.0,368.0,122.33,7.35,19.98,16.31,1,3
Umar Akmal,78.0,1669.0,1361.0,505.0,565.0,140.0,3.0,123.0,53.0,62.0,26.92,122.63,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Umar Amin,9.0,142.0,123.0,58.0,45.0,5.0,1.0,15.0,4.0,9.0,15.78,115.45,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Umar Gul,25.0,165.0,156.0,92.0,45.0,8.0,0.0,11.0,10.0,16.0,10.31,105.77,0.13,58.0,1161.0,1428.0,84.0,48.0,15.0,546.0,193.5,7.38,17.0,13.82,0,3
Umar Nawaz,9.0,189.0,188.0,111.0,49.0,8.0,2.0,16.0,9.0,9.0,21.0,100.53,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Umer Imtiaz,31.0,462.0,403.0,233.0,101.0,30.0,1.0,37.0,25.0,30.0,15.4,114.64,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Umm-e-Hani,5.0,39.0,57.0,26.0,27.0,4.0,0.0,1.0,0.0,4.0,9.75,68.42,0.02,9.0,191.0,189.0,4.0,2.0,0.0,84.0,31.83,5.94,47.25,47.75,3,1
Umran Malik,2.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,250.0,0.5,8.0,139.0,243.0,11.0,13.0,4.0,70.0,23.17,10.49,22.09,12.64,-1,1
Usama Mir,4.0,7.0,7.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,2.33,100.0,0.14,5.0,120.0,175.0,5.0,3.0,0.0,44.0,20.0,8.75,35.0,24.0,-1,0
Usman Ali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,36.0,0.0,0.0,0.0,4.0,3.0,12.0,0.0,0.0,-1,-1
Usman Arif,10.0,146.0,80.0,36.0,21.0,4.0,1.0,6.0,15.0,10.0,14.6,182.5,0.26,5.0,66.0,94.0,5.0,2.0,0.0,26.0,11.0,8.55,18.8,13.2,1,0
Usman Khalid,26.0,389.0,343.0,149.0,141.0,19.0,0.0,30.0,15.0,18.0,21.61,113.41,0.13,28.0,512.0,512.0,26.0,6.0,5.0,259.0,85.33,6.0,19.69,19.69,1,2
Usman Khan,59.0,932.0,776.0,312.0,318.0,55.0,8.0,87.0,22.0,47.0,19.83,120.1,0.14,28.0,515.0,598.0,41.0,33.0,2.0,267.0,85.83,6.97,14.59,12.56,0,3
Usman Limbada,3.0,53.0,41.0,14.0,17.0,6.0,0.0,6.0,0.0,1.0,53.0,129.27,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1
Usman Mushtaq,2.0,13.0,24.0,15.0,9.0,0.0,0.0,1.0,0.0,1.0,13.0,54.17,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Usman Najeeb,20.0,194.0,147.0,66.0,47.0,15.0,1.0,9.0,13.0,14.0,13.86,131.97,0.15,35.0,741.0,957.0,49.0,53.0,14.0,399.0,123.5,7.75,19.53,15.12,0,3
Usman Patel,56.0,1093.0,839.0,347.0,298.0,63.0,1.0,108.0,39.0,42.0,26.02,130.27,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Usman Qadir,7.0,31.0,27.0,10.0,11.0,3.0,0.0,2.0,1.0,4.0,7.75,114.81,0.11,20.0,408.0,553.0,29.0,5.0,3.0,168.0,68.0,8.13,19.07,14.07,-1,0
Usman Rafiq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,24.0,0.0,0.0,0.0,3.0,2.0,12.0,0.0,0.0,-1,-1
Usman Shinwari,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,66.67,0.0,16.0,306.0,424.0,13.0,9.0,2.0,133.0,51.0,8.31,32.62,23.54,-1,0
Usman Tariq,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,181.0,201.0,18.0,7.0,0.0,72.0,30.17,6.66,11.17,10.06,-1,3
Usman Waheed,3.0,44.0,38.0,13.0,22.0,0.0,0.0,4.0,1.0,2.0,22.0,115.79,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Usrah Umar Farooq,2.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Uswa Syed,6.0,76.0,112.0,57.0,48.0,10.0,0.0,2.0,0.0,6.0,12.67,67.86,0.02,11.0,209.0,167.0,13.0,14.0,2.0,141.0,34.83,4.79,12.85,16.08,0,2
Utkarsh Jain,11.0,73.0,78.0,33.0,37.0,5.0,0.0,5.0,1.0,4.0,18.25,93.59,0.08,22.0,457.0,434.0,25.0,5.0,0.0,229.0,76.17,5.7,17.36,18.28,0,2
Utkarsh Srivastava,1.0,9.0,8.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,9.0,112.5,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Uzair Amir,2.0,10.0,14.0,7.0,8.0,1.0,0.0,0.0,0.0,2.0,5.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
V Abuga,28.0,385.0,435.0,263.0,111.0,32.0,2.0,48.0,2.0,23.0,16.74,88.51,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
V Araa,4.0,13.0,26.0,16.0,9.0,2.0,0.0,0.0,0.0,2.0,6.5,50.0,0.0,26.0,402.0,360.0,21.0,6.0,1.0,202.0,67.0,5.37,17.14,19.14,-1,2
V Aravind,34.0,821.0,715.0,324.0,255.0,48.0,8.0,80.0,21.0,27.0,30.41,114.83,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
V Aritharan,4.0,77.0,39.0,16.0,9.0,3.0,0.0,5.0,7.0,2.0,38.5,197.44,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1
V Atanasova,5.0,1.0,37.0,42.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,2.7,0.0,5.0,64.0,136.0,2.0,36.0,13.0,71.0,10.67,12.75,68.0,32.0,3,1
V Ateak,2.0,6.0,15.0,10.0,4.0,1.0,0.0,0.0,0.0,1.0,6.0,40.0,0.0,10.0,201.0,206.0,11.0,4.0,1.0,90.0,33.5,6.15,18.73,18.27,-1,3
V Avdylaj,5.0,0.0,25.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,114.0,148.0,0.0,17.0,5.0,63.0,19.0,7.79,0.0,0.0,-1,1
V Balakrishnan,39.0,693.0,633.0,327.0,185.0,51.0,4.0,70.0,19.0,33.0,21.0,109.48,0.14,7.0,51.0,45.0,3.0,3.0,0.0,28.0,8.5,5.29,15.0,17.0,1,2
