player_name,innings_batted,runs_scored,balls_faced,dots,ones,twos,threes,fours,sixes,times_dismissed,batting_average,strike_rate,boundary_pct,innings_bowled,legal_balls_bowled,runs_conceded,wickets_taken,wides_bowled,noballs_bowled,dots_bowled,overs_bowled,economy_rate,bowling_average,bowling_strike_rate,batting_cluster,bowling_cluster
FFJ Heo,6.0,20.0,36.0,22.0,12.0,1.0,0.0,0.0,1.0,5.0,4.0,55.56,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
FFZ Nhaduate,4.0,18.0,35.0,23.0,8.0,3.0,0.0,1.0,0.0,3.0,6.0,51.43,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
FG Kemp,15.0,145.0,112.0,50.0,39.0,10.0,0.0,14.0,5.0,8.0,18.12,129.46,0.17,21.0,324.0,427.0,21.0,23.0,1.0,166.0,54.0,7.91,20.33,15.43,1,0
FH Allen,59.0,1662.0,971.0,412.0,288.0,37.0,7.0,146.0,115.0,56.0,29.68,171.16,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
FH Edwards,6.0,11.0,14.0,7.0,5.0,1.0,0.0,1.0,0.0,1.0,11.0,78.57,0.07,26.0,449.0,617.0,20.0,24.0,8.0,226.0,74.83,8.24,30.85,22.45,-1,0
FJ Klaassen,15.0,48.0,59.0,25.0,28.0,6.0,0.0,2.0,0.0,11.0,4.36,81.36,0.03,40.0,846.0,1083.0,45.0,38.0,4.0,413.0,141.0,7.68,24.07,18.8,3,3
FJ Mpegna,8.0,23.0,41.0,34.0,5.0,2.0,0.0,2.0,1.0,6.0,3.83,56.1,0.07,1.0,12.0,37.0,0.0,0.0,1.0,2.0,2.0,18.5,0.0,0.0,3,-1
FL Albanjari,1.0,4.0,18.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,22.22,0.0,2.0,20.0,8.0,3.0,1.0,0.0,15.0,3.33,2.4,2.67,6.67,-1,-1
FL Mackay,13.0,222.0,229.0,103.0,94.0,12.0,0.0,23.0,2.0,10.0,22.2,96.94,0.11,15.0,286.0,320.0,10.0,1.0,4.0,104.0,47.67,6.71,32.0,28.6,1,3
FL Patel,8.0,75.0,69.0,43.0,15.0,6.0,0.0,9.0,2.0,8.0,9.38,108.7,0.16,7.0,96.0,120.0,2.0,13.0,0.0,63.0,16.0,7.5,60.0,48.0,0,1
FL Reifer,1.0,22.0,20.0,10.0,6.0,1.0,0.0,2.0,1.0,1.0,22.0,110.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
FLV Pula,2.0,25.0,46.0,31.0,13.0,0.0,0.0,3.0,0.0,1.0,25.0,54.35,0.07,1.0,6.0,8.0,0.0,2.0,0.0,4.0,1.0,8.0,0.0,0.0,1,-1
FN Walsh,2.0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,57.14,0.0,2.0,48.0,85.0,5.0,1.0,1.0,21.0,8.0,10.62,17.0,9.6,-1,1
FO Kibasu,46.0,1009.0,996.0,553.0,309.0,82.0,8.0,128.0,0.0,41.0,24.61,101.31,0.13,18.0,266.0,274.0,17.0,6.0,1.0,119.0,44.33,6.18,16.12,15.65,1,3
FR Davies,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,25.0,468.0,534.0,23.0,22.0,2.0,237.0,78.0,6.85,23.22,20.35,-1,3
Fahad Tariq,4.0,19.0,24.0,18.0,3.0,3.0,0.0,1.0,1.0,4.0,4.75,79.17,0.08,2.0,18.0,26.0,0.0,0.0,0.0,6.0,3.0,8.67,0.0,0.0,-1,-1
Faheem Ashraf,55.0,549.0,394.0,166.0,137.0,33.0,4.0,37.0,31.0,38.0,14.45,139.34,0.17,72.0,1143.0,1497.0,57.0,18.0,4.0,479.0,190.5,7.86,26.26,20.05,0,0
Faheem Nazir,22.0,775.0,529.0,225.0,167.0,47.0,4.0,91.0,23.0,19.0,40.79,146.5,0.22,15.0,244.0,305.0,17.0,14.0,0.0,137.0,40.67,7.5,17.94,14.35,1,3
Faheem Nellancheri,10.0,128.0,87.0,39.0,28.0,10.0,0.0,11.0,6.0,9.0,14.22,147.13,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Fahima Khatun,51.0,355.0,366.0,154.0,167.0,30.0,2.0,29.0,1.0,29.0,12.24,96.99,0.08,78.0,1331.0,1297.0,62.0,22.0,2.0,590.0,221.83,5.85,20.92,21.47,0,2
Faisal Javed,4.0,54.0,26.0,12.0,4.0,0.0,0.0,8.0,3.0,4.0,13.5,207.69,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Faisal Khan,47.0,1413.0,822.0,351.0,229.0,43.0,2.0,144.0,86.0,42.0,33.64,171.9,0.28,10.0,96.0,157.0,1.0,2.0,0.0,35.0,16.0,9.81,157.0,96.0,1,1
Faisal Mehmood,2.0,33.0,25.0,13.0,7.0,0.0,0.0,5.0,1.0,2.0,16.5,132.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Faisal Mubashir,20.0,428.0,421.0,167.0,200.0,27.0,2.0,33.0,6.0,11.0,38.91,101.66,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Faisal Raza,15.0,231.0,195.0,80.0,80.0,16.0,1.0,14.0,10.0,12.0,19.25,118.46,0.12,3.0,24.0,39.0,1.0,1.0,0.0,8.0,4.0,9.75,39.0,24.0,0,-1
Faisal Safi,3.0,50.0,45.0,32.0,6.0,2.0,0.0,10.0,0.0,3.0,16.67,111.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Faizal Salehji,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,100.0,0.0,1.0,12.0,15.0,0.0,2.0,0.0,7.0,2.0,7.5,0.0,0.0,-1,-1
Faizan Asif,5.0,52.0,45.0,27.0,10.0,5.0,0.0,5.0,2.0,5.0,10.4,115.56,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Faizan Mumtaz,3.0,6.0,15.0,11.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Fakhar Zaman,105.0,2387.0,1787.0,728.0,671.0,115.0,5.0,224.0,95.0,95.0,25.13,133.58,0.18,1.0,6.0,12.0,0.0,0.0,0.0,2.0,1.0,12.0,0.0,0.0,1,-1
Fakhrul Mohon,2.0,8.0,9.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,88.89,0.11,6.0,102.0,129.0,3.0,4.0,2.0,48.0,17.0,7.59,43.0,34.0,-1,1
Fanyan Mughal,23.0,279.0,257.0,150.0,75.0,14.0,0.0,23.0,14.0,21.0,13.29,108.56,0.14,24.0,460.0,581.0,22.0,36.0,3.0,249.0,76.67,7.58,26.41,20.91,0,3
Faraaz Mehti Abbas,6.0,65.0,76.0,43.0,21.0,9.0,2.0,5.0,0.0,6.0,10.83,85.53,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Fareeha Mehmood,2.0,7.0,19.0,12.0,7.0,0.0,0.0,0.0,0.0,2.0,3.5,36.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Fargana Hoque,56.0,952.0,1099.0,546.0,424.0,77.0,4.0,83.0,5.0,44.0,21.64,86.62,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Farhad Reza,8.0,65.0,83.0,50.0,29.0,3.0,2.0,3.0,2.0,7.0,9.29,78.31,0.06,10.0,151.0,259.0,5.0,4.0,1.0,35.0,25.17,10.29,51.8,30.2,3,1
Farhan Ahmed,1.0,4.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,50.0,0.0,2.0,30.0,38.0,1.0,0.0,0.0,8.0,5.0,7.6,38.0,30.0,-1,-1
Farhat Afroz,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Farial Zia Safdar,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,43.0,30.0,5.0,8.0,1.0,39.0,7.17,4.19,6.0,8.6,-1,2
Fariha Trisna,6.0,5.0,20.0,16.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5,25.0,0.0,17.0,323.0,407.0,13.0,12.0,0.0,155.0,53.83,7.56,31.31,24.85,-1,3
Farzan Afzal,4.0,121.0,115.0,62.0,43.0,5.0,0.0,8.0,6.0,3.0,40.33,105.22,0.12,3.0,72.0,46.0,2.0,2.0,0.0,38.0,12.0,3.83,23.0,36.0,1,1
Fathimath Anaal,2.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,1.0,0.0,5.0,1.0,4.0,0.0,0.0,-1,-1
Fathimath Malha,3.0,4.0,28.0,25.0,2.0,1.0,0.0,0.0,0.0,3.0,1.33,14.29,0.0,1.0,12.0,26.0,0.0,1.0,0.0,3.0,2.0,13.0,0.0,0.0,-1,-1
Fatima Abbas,2.0,16.0,38.0,30.0,8.0,2.0,0.0,1.0,0.0,2.0,8.0,42.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
Fatima Amir,3.0,5.0,16.0,14.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5,31.25,0.0,4.0,42.0,44.0,1.0,9.0,1.0,38.0,7.0,6.29,44.0,42.0,-1,1
Fatima Sana,33.0,563.0,431.0,174.0,171.0,28.0,0.0,57.0,18.0,19.0,29.63,130.63,0.17,50.0,976.0,1203.0,43.0,32.0,9.0,459.0,162.67,7.4,27.98,22.7,1,3
Fawad Ahmed,1.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,2.0,48.0,68.0,3.0,1.0,0.0,13.0,8.0,8.5,22.67,16.0,-1,0
Fawad Alam,16.0,189.0,166.0,53.0,80.0,20.0,1.0,6.0,7.0,11.0,17.18,113.86,0.08,5.0,72.0,88.0,5.0,0.0,0.0,27.0,12.0,7.33,17.6,14.4,0,3
Fayaz Khan,14.0,177.0,103.0,42.0,31.0,5.0,0.0,10.0,16.0,11.0,16.09,171.84,0.25,15.0,288.0,350.0,19.0,10.0,2.0,138.0,48.0,7.29,18.42,15.16,1,3
Fayaz Mohammad,3.0,21.0,17.0,7.0,7.0,1.0,0.0,3.0,0.0,3.0,7.0,123.53,0.18,1.0,8.0,18.0,0.0,1.0,0.0,2.0,1.33,13.5,0.0,0.0,-1,-1
Fayyaz Ahmed,1.0,11.0,12.0,8.0,1.0,1.0,0.0,2.0,0.0,1.0,11.0,91.67,0.17,1.0,18.0,29.0,1.0,0.0,0.0,5.0,3.0,9.67,29.0,18.0,-1,-1
Fayyaz Butt,19.0,147.0,144.0,64.0,61.0,9.0,0.0,11.0,4.0,9.0,16.33,102.08,0.1,43.0,814.0,1069.0,47.0,37.0,5.0,396.0,135.67,7.88,22.74,17.32,0,0
Fazil Muhammad,4.0,29.0,43.0,27.0,11.0,7.0,0.0,1.0,0.0,3.0,9.67,67.44,0.02,5.0,83.0,100.0,5.0,2.0,2.0,34.0,13.83,7.23,20.0,16.6,3,3
Fazil Rahman,5.0,7.0,16.0,12.0,3.0,0.0,0.0,1.0,0.0,3.0,2.33,43.75,0.06,6.0,131.0,158.0,13.0,5.0,1.0,72.0,21.83,7.24,12.15,10.08,-1,3
Festus Benn,20.0,246.0,317.0,190.0,91.0,22.0,1.0,24.0,2.0,14.0,17.57,77.6,0.08,20.0,375.0,405.0,26.0,2.0,0.0,169.0,62.5,6.48,15.58,14.42,0,3
Fiaz Ahmed,59.0,1508.0,1239.0,515.0,516.0,59.0,3.0,95.0,80.0,44.0,34.27,121.71,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Firas Hussain,9.0,102.0,97.0,50.0,29.0,6.0,1.0,13.0,1.0,7.0,14.57,105.15,0.14,6.0,78.0,113.0,3.0,2.0,1.0,28.0,13.0,8.69,37.67,26.0,0,0
Fitri Sham,19.0,115.0,118.0,65.0,43.0,4.0,2.0,4.0,7.0,14.0,8.21,97.46,0.09,36.0,746.0,847.0,42.0,13.0,3.0,330.0,124.33,6.81,20.17,17.76,0,3
Fiza,29.0,512.0,583.0,336.0,199.0,44.0,3.0,54.0,0.0,22.0,23.27,87.82,0.09,11.0,172.0,145.0,11.0,15.0,1.0,98.0,28.67,5.06,13.18,15.64,1,2
Florencia Martinez,2.0,0.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,18.0,71.0,0.0,0.0,15.0,12.0,3.0,23.67,0.0,0.0,-1,-1
Francesca Galan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,0.0,5.0,0.33,9.0,3.0,2.0,-1,-1
Franchesca Moya,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Franz Bur,1.0,2.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,28.57,0.0,2.0,18.0,25.0,1.0,1.0,0.0,5.0,3.0,8.33,25.0,18.0,-1,-1
G Anujin,13.0,29.0,82.0,72.0,9.0,6.0,0.0,2.0,0.0,13.0,2.23,35.37,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
G Axtell,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,42.0,1.0,2.0,0.0,24.0,7.0,6.0,42.0,42.0,-1,1
G Ayan,11.0,76.0,100.0,72.0,25.0,4.0,1.0,10.0,0.0,9.0,8.44,76.0,0.1,11.0,186.0,210.0,9.0,42.0,5.0,145.0,31.0,6.77,23.33,20.67,0,3
G Bakiweyem,19.0,108.0,133.0,70.0,38.0,24.0,2.0,4.0,0.0,12.0,9.0,81.2,0.03,32.0,558.0,627.0,27.0,38.0,11.0,323.0,93.0,6.74,23.22,20.67,3,3
G Batagoda,2.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
G Bruno,2.0,17.0,9.0,5.0,1.0,0.0,0.0,4.0,0.0,2.0,8.5,188.89,0.44,1.0,24.0,40.0,2.0,3.0,0.0,13.0,4.0,10.0,20.0,12.0,-1,-1
G Burrows,16.0,432.0,367.0,148.0,139.0,40.0,3.0,36.0,10.0,13.0,33.23,117.71,0.13,2.0,18.0,23.0,2.0,0.0,0.0,7.0,3.0,7.67,11.5,9.0,1,-1
G Caisley,6.0,16.0,37.0,29.0,8.0,0.0,0.0,2.0,0.0,5.0,3.2,43.24,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
G Campbell,1.0,2.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
G Candiru,15.0,306.0,350.0,182.0,126.0,34.0,4.0,22.0,2.0,13.0,23.54,87.43,0.07,15.0,336.0,322.0,14.0,21.0,1.0,152.0,56.0,5.75,23.0,24.0,1,2
G Cengiz,8.0,105.0,107.0,66.0,35.0,11.0,0.0,12.0,0.0,5.0,21.0,98.13,0.11,9.0,102.0,140.0,3.0,14.0,6.0,57.0,17.0,8.24,46.67,34.0,0,0
G Chaturvedi,8.0,85.0,84.0,53.0,19.0,4.0,2.0,10.0,2.0,7.0,12.14,101.19,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
G Chilia,6.0,46.0,80.0,49.0,29.0,3.0,1.0,2.0,0.0,4.0,11.5,57.5,0.02,4.0,25.0,26.0,2.0,4.0,0.0,20.0,4.17,6.24,13.0,12.5,0,-1
G Chohan,14.0,139.0,137.0,74.0,38.0,14.0,1.0,13.0,3.0,11.0,12.64,101.46,0.12,16.0,214.0,342.0,10.0,18.0,2.0,101.0,35.67,9.59,34.2,21.4,0,0
G Coetzee,14.0,128.0,93.0,37.0,38.0,4.0,0.0,10.0,7.0,11.0,11.64,137.63,0.18,18.0,370.0,570.0,22.0,43.0,2.0,210.0,61.67,9.24,25.91,16.82,1,0
G Cupido,3.0,10.0,11.0,7.0,2.0,1.0,0.0,0.0,1.0,2.0,5.0,90.91,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
G Dempsey,6.0,22.0,30.0,11.0,18.0,0.0,0.0,1.0,0.0,3.0,7.33,73.33,0.03,19.0,281.0,309.0,13.0,22.0,3.0,146.0,46.83,6.6,23.77,21.62,-1,3
G Ephraim,1.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
G Essoun,1.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,14.29,0.0,1.0,24.0,39.0,1.0,5.0,1.0,16.0,4.0,9.75,39.0,24.0,-1,-1
G Fatouros,3.0,69.0,54.0,25.0,13.0,7.0,0.0,6.0,3.0,3.0,23.0,127.78,0.17,3.0,54.0,67.0,3.0,6.0,0.0,31.0,9.0,7.44,22.33,18.0,1,3
G Fernando,5.0,10.0,60.0,54.0,10.0,0.0,0.0,0.0,0.0,4.0,2.5,16.67,0.0,2.0,18.0,33.0,1.0,2.0,0.0,8.0,3.0,11.0,33.0,18.0,3,-1
G Ford,3.0,10.0,25.0,22.0,6.0,0.0,0.0,1.0,0.0,2.0,5.0,40.0,0.04,5.0,75.0,89.0,1.0,14.0,1.0,54.0,12.5,7.12,89.0,75.0,-1,1
G Gambhir,34.0,918.0,769.0,331.0,296.0,48.0,8.0,108.0,10.0,31.0,29.61,119.38,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
G Ganbold,13.0,44.0,121.0,94.0,24.0,8.0,0.0,1.0,0.0,12.0,3.67,36.36,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
G Goudie,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,33.33,0.0,3.0,48.0,70.0,1.0,1.0,0.0,11.0,8.0,8.75,70.0,48.0,-1,1
G Gune,12.0,171.0,178.0,89.0,64.0,17.0,1.0,13.0,3.0,11.0,15.55,96.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
G Ilarionova,9.0,33.0,66.0,54.0,19.0,3.0,0.0,2.0,0.0,8.0,4.12,50.0,0.03,10.0,143.0,213.0,4.0,42.0,10.0,117.0,23.83,8.94,53.25,35.75,3,1
G Ingabire,12.0,61.0,100.0,81.0,17.0,6.0,0.0,8.0,0.0,9.0,6.78,61.0,0.08,1.0,12.0,14.0,1.0,0.0,0.0,7.0,2.0,7.0,14.0,12.0,0,-1
G Ionita,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
G Ishimwe,51.0,937.0,1057.0,592.0,304.0,100.0,5.0,97.0,5.0,44.0,21.3,88.65,0.1,7.0,118.0,122.0,5.0,7.0,1.0,69.0,19.67,6.2,24.4,23.6,0,2
G Jafta,1.0,7.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,7.0,116.67,0.0,3.0,60.0,46.0,3.0,2.0,0.0,29.0,10.0,4.6,15.33,20.0,-1,2
G Jaine,3.0,5.0,17.0,16.0,3.0,1.0,0.0,0.0,0.0,2.0,2.5,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
G Johnson,1.0,2.0,10.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,3.0,48.0,52.0,1.0,0.0,0.0,21.0,8.0,6.5,52.0,48.0,-1,1
G Kaltongga,2.0,10.0,12.0,7.0,2.0,2.0,0.0,1.0,0.0,2.0,5.0,83.33,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
G Kamalini,1.0,12.0,12.0,6.0,4.0,0.0,0.0,2.0,0.0,1.0,12.0,100.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
G Kansonkho,29.0,360.0,410.0,228.0,121.0,28.0,7.0,36.0,3.0,23.0,15.65,87.8,0.1,3.0,18.0,31.0,1.0,0.0,0.0,5.0,3.0,10.33,31.0,18.0,0,-1
G Keles,10.0,95.0,118.0,77.0,38.0,5.0,1.0,11.0,0.0,7.0,13.57,80.51,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
G Kodali,23.0,107.0,126.0,60.0,54.0,11.0,1.0,7.0,0.0,15.0,7.13,84.92,0.06,35.0,524.0,536.0,23.0,33.0,3.0,308.0,87.33,6.14,23.3,22.78,3,2
G Kuthalingham,2.0,7.0,12.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,7.0,58.33,0.0,2.0,36.0,33.0,1.0,2.0,1.0,19.0,6.0,5.5,33.0,36.0,-1,2
G Madanayake,8.0,83.0,134.0,116.0,45.0,7.0,0.0,6.0,0.0,5.0,16.6,61.94,0.04,8.0,121.0,112.0,5.0,32.0,5.0,110.0,20.17,5.55,22.4,24.2,0,2
G Malla,34.0,780.0,640.0,286.0,233.0,38.0,5.0,63.0,34.0,33.0,23.64,121.88,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
G Mallett,2.0,1.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,12.5,0.0,9.0,168.0,147.0,15.0,11.0,1.0,88.0,28.0,5.25,9.8,11.2,-1,2
G Manan,12.0,143.0,88.0,50.0,23.0,0.0,0.0,15.0,10.0,12.0,11.92,162.5,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
G Matome,46.0,531.0,738.0,507.0,193.0,61.0,4.0,51.0,0.0,28.0,18.96,71.95,0.07,50.0,1023.0,721.0,59.0,68.0,5.0,747.0,170.5,4.23,12.22,17.34,0,2
G Mckeon,26.0,764.0,552.0,260.0,164.0,56.0,2.0,65.0,37.0,24.0,31.83,138.41,0.18,10.0,159.0,173.0,8.0,8.0,1.0,79.0,26.5,6.53,21.62,19.88,1,3
G Morales,2.0,11.0,38.0,37.0,5.0,1.0,0.0,1.0,0.0,2.0,5.5,28.95,0.03,3.0,60.0,42.0,3.0,12.0,1.0,61.0,10.0,4.2,14.0,20.0,3,2
G Motie,20.0,166.0,130.0,70.0,36.0,10.0,0.0,11.0,11.0,12.0,13.83,127.69,0.17,45.0,864.0,1150.0,47.0,14.0,0.0,324.0,144.0,7.99,24.47,18.38,0,0
G Mubiru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0,48.0,4.0,0.0,0.0,25.0,9.0,5.33,12.0,13.5,-1,2
G Murali,4.0,68.0,103.0,63.0,32.0,6.0,0.0,3.0,2.0,4.0,17.0,66.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
G Ngegba,20.0,322.0,314.0,153.0,107.0,33.0,1.0,32.0,3.0,15.0,21.47,102.55,0.11,18.0,400.0,356.0,24.0,4.0,4.0,214.0,66.67,5.34,14.83,16.67,0,2
G Obukor,10.0,164.0,206.0,126.0,59.0,25.0,1.0,13.0,0.0,9.0,18.22,79.61,0.06,3.0,43.0,28.0,0.0,0.0,0.0,28.0,7.17,3.91,0.0,0.0,0,1
G Oliveira,7.0,39.0,36.0,25.0,7.0,3.0,0.0,2.0,3.0,3.0,13.0,108.33,0.14,12.0,168.0,177.0,8.0,9.0,2.0,88.0,28.0,6.32,22.12,21.0,0,3
G Quaicoe,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,42.0,56.0,2.0,5.0,0.0,21.0,7.0,8.0,28.0,21.0,-1,0
G Ribeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,1.0,1.0,1.0,9.0,2.0,7.0,14.0,12.0,-1,-1
G Richardson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,41.0,1.0,3.0,1.0,14.0,4.0,10.25,41.0,24.0,-1,-1
G Riley,3.0,5.0,22.0,19.0,3.0,1.0,0.0,0.0,0.0,3.0,1.67,22.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
G Schachat,2.0,90.0,74.0,28.0,38.0,4.0,0.0,8.0,2.0,1.0,90.0,121.62,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1
G Sesay,19.0,100.0,160.0,112.0,40.0,9.0,0.0,3.0,5.0,14.0,7.14,62.5,0.05,27.0,447.0,435.0,35.0,44.0,4.0,297.0,74.5,5.84,12.43,12.77,3,2
G Setshwane,2.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,7.0,150.0,91.0,8.0,5.0,1.0,100.0,25.0,3.64,11.38,18.75,-1,2
G Shukla,10.0,139.0,143.0,74.0,47.0,16.0,0.0,15.0,0.0,9.0,15.44,97.2,0.1,13.0,248.0,213.0,6.0,35.0,4.0,188.0,41.33,5.15,35.5,41.33,0,1
G Singh,22.0,383.0,358.0,169.0,130.0,30.0,1.0,28.0,13.0,17.0,22.53,106.98,0.11,12.0,248.0,230.0,11.0,6.0,0.0,142.0,41.33,5.56,20.91,22.55,1,2
G Singhdeo,4.0,20.0,28.0,19.0,6.0,1.0,0.0,3.0,0.0,4.0,5.0,71.43,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
G Stewart,21.0,532.0,332.0,152.0,98.0,12.0,2.0,35.0,44.0,19.0,28.0,160.24,0.24,19.0,430.0,499.0,20.0,17.0,3.0,206.0,71.67,6.96,24.95,21.5,1,3
G Sultana,3.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,0.0,10.0,209.0,221.0,3.0,2.0,0.0,90.0,34.83,6.34,73.67,69.67,-1,1
